prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
4326	2845411000001105	75044	58120020	Progynova 2mg tablets (Bayer Plc)	Estradiol valerate	2mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
82123	28422411000001100	736	44822021	Dienogest 2mg tablets	Dienogest	2mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	November 2020
67520	24684511000001103	5	27016021	Erlibelle 30microgram/150microgram tablets (Actavis UK Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	September 2016
74811	5292711000001107	88	06714020	Evorel 50 patches (Dowelhurst Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2019
65711	30252711000001105	260	54133021	Daylette 0.02mg/3mg tablets (Consilient Health Ltd)	Drospirenone/Ethinylestradiol	3mg + 20microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	March 2016
67338	8794111000001104	13	91350020	Ethinylestradiol 2microgram capsules	Ethinylestradiol	2microgram	Capsule	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	August 2016
68841	28111711000001108	1	40744021	Ethinylestradiol 30microgram / Drospirenone 3mg tablets (Colorama Pharmaceuticals Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2017
12907	203865001000027109	271	77315020	Estradiol and (estradiol with dydrogesterone) tablets 1mg with 5mg	Dydrogesterone/Estradiol Hemihydrate	1mg + 5mg	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
67320	16573411000001106	23	07074020	Evista 60mg tablets (Mawdsley-Brooks & Company Ltd)	Raloxifene hydrochloride	60mg	Tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	August 2016
10528	263911000001100	41017	52112020	Utovlan 5mg tablets (Pfizer Ltd)	Norethisterone	5mg	Tablet	Oral	06040102/06040103/08030200	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
936	3048811000001105	905137	60238020	Femodene tablets (Bayer Plc)	Ethinylestradiol/Gestodene	30microgram + 75microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
1160	3470811000001103	1046855	52551020	Prempak-C 0.625mg/0.15mg tablets (Pfizer Ltd)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
7615	3405311000001106	148311	70088020	Estradiol 25microgram pessaries	Estradiol	25microgram	Pessary	Vaginal	06040101	Oestrogens And HRT	February 2009
14234	36065011000001108	1269	88744020	Estradiol 37.5micrograms/24hours transdermal patches	Estradiol	37.5microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
4466	214235001000027109	6814	80665020	Progynova TS 50microgram/24hr (3.8mg/unit) Transdermal patch (Schering Health Care Ltd)	Estradiol	50microgram/24hr (3.8mg/unit)	Transdermal Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
59121	23409111000001109	6608	17825021	Upostelle 1500microgram tablets (Gedeon Richter (UK) Ltd)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	March 2014
7001	325533008	58261	72223020	Estradiol valerate 2mg tablets	Estradiol valerate	2mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
5569	225585001000027103	1938	84064020	Pro-gest Cream (Higher Nature Ltd)	Progesterone		Cream	Topical	06040101/52010000	Oestrogens And HRT/Herbal Remedy	February 2009
7936	816411000001106	14622	50747020	Nolvadex 10mg tablets (AstraZeneca UK Ltd)	Tamoxifen citrate	10mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
6589	397511000001106	22871	87766020	Cyclogest 400mg pessaries (L.D. Collins & Co. Ltd)	Progesterone	400mg	Pessary	Vaginal/Rectal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
5755	2890211000001107	39340	84978020	Elleste Solo MX 40 transdermal patches (Viatris UK Healthcare Ltd)	Estradiol	40microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
56081	3542711000001103	91	12919020	Generic Femoston 1/10mg tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	August 2013
26611	116525001000027108	3	63328020	Hydroxyprogesterone caproate 500mg/2ml Injection	Hydroxyprogesterone Caproate	500mg/2ml	Injection		06040102	Progestogens And Progesterone Receptor Modulators	February 2009
67764	14727611000001108	228	10826020	Premique 0.625mg/5mg tablets (Sigma Pharmaceuticals Plc)	Medroxyprogesterone acetate/Conjugated oestrogens	5mg + 625microgram	Tablet	Oral	06040101/06040103/06060000	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/Products Affecting Bone Metabolism	October 2016
82522	11030011000001105	16	11361020	Femoston-conti 1mg/5mg tablets (Waymade Healthcare Plc)	Dydrogesterone/Estradiol	5mg + 1mg	Tablet	Oral	06040101	Oestrogens And HRT	January 2021
7978	139445001000027105	23	66437020	Pentovis 250microgram Capsule (Warner Lambert UK Ltd)	Quinestradol	250microgram	Capsule	Oral	06040101	Oestrogens And HRT	February 2009
50180	20293811000001102	3628	41236020	Ulipristal 5mg tablets	Ulipristal acetate	5mg	Tablet	Oral	06040102	Progestogens And Progesterone Receptor Modulators	January 2013
63595	16553211000001105	5	07133020	Marvelon tablets (Mawdsley-Brooks & Company Ltd)	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	July 2015
36623	11763611000001103	635	93817020	Progesterone micronised 200mg capsules	Progesterone	200mg	Capsule	Oral	06040102/06040103/06040105	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
2141	191885001000027107	50299	74396020	Evorel -25 25microgram/24hr (1.6mg/unit) Transdermal patch (Janssen-Cilag Ltd)	Estradiol	25microgram/24hr (1.6mg/unit)	Transdermal Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
18823	326351004	3539	70673020	Ethinylestradiol 30microgram / Norethisterone acetate 1.5mg tablets	Norethisterone acetate/Ethinylestradiol	1.5mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
20364	138245001000027109	0	66269020	Progesterone 10mg/ml injection	Progesterone	10mg/ml	Injection		06040102	Progestogens And Progesterone Receptor Modulators	February 2009
77354	14296111000001102	231	10894020	Levonelle One Step 1.5mg tablets (Sigma Pharmaceuticals Plc)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	August 2019
14792	217955001000027100	3081	81862020	Estradiol 50micrograms/24hr twice weekly patch	Estradiol	50micrograms/24 hours(1.5mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
1352	3058411000001106	354682	55150020	Loestrin 30 tablets (Galen Ltd)	Norethisterone acetate/Ethinylestradiol	1.5mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
78618	36411111000001101	19	82968021	Progesterone 25mg/1.112ml solution for injection vials	Progesterone	22.48mg/1ml	Solution for injection	Intramuscular/Subcutaneous	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	November 2019
58035	3465411000001100	88	12545020	Generic Elleste Duet 2mg tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	December 2013
35718	409118006	2952	93238020	Conjugated oestrogens 300microgram tablets	Conjugated oestrogens	300microgram	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
77005	11030211000001100	3	06718020	FemSeven 50 patches (Waymade Healthcare Plc)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	July 2019
77682	290711000001109	4	50674020	Tamoxifen 10mg tablets (A A H Pharmaceuticals Ltd)	Tamoxifen citrate	10mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	August 2019
48707	17156211000001107	120	37296020	Progesterone 3% cream	Progesterone	30mg/1gram	Cream	Transdermal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	January 2013
15389	571111000001101	3151	58131020	Noristerat 200mg/1ml solution for injection ampoules (Bayer Plc)	Norethisterone enantate	200mg/1ml	Solution for injection	Intramuscular	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	February 2009
82230	38335711000001105	2	92210021	Akizza 75microgram/20microgram tablets (Morningside Healthcare Ltd)	Gestodene/Ethinylestradiol	75microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	January 2021
56358	224575001000027102	0	83833020	Norgestrel 150micrograms Tablet	Norgestrel	150micrograms	Tablet		06040102	Progestogens And Progesterone Receptor Modulators	August 2013
10052	2949711000001109	8973	84963020	Progynova TS 50micrograms/24hours transdermal patches (Bayer Plc)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
84775	28779211000001104	3	44913021	Etonogestrel 68mg implant (Ennogen Healthcare Ltd)	Etonogestrel	68mg	Implant	Subcutaneous	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	October 2021
56539	22311511000001103	1179	16259021	Zoely 2.5mg/1.5mg tablets (Theramex HQ UK Ltd)	Nomegestrol acetate/Estradiol hemihydrate	2.5mg + 1.5mg	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	August 2013
3960	325557008	86164	61597020	Conjugated oestrogens 1.25mg tablets	Conjugated oestrogens	1.25mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
5070	327288009	51919	64372020	Megestrol 160mg tablets	Megestrol acetate	160mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
937	3212711000001102	374748	55182020	Trinordiol tablets (Wyeth Pharmaceuticals)			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
52818	17477811000001109	4	10085020	Yasmin tablets (Mawdsley-Brooks & Company Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	January 2013
4467	214245001000027105	2936	80666020	Progynova TS 100microgram/24 hr (7.6mg/unit) Transdermal patch (Schering Health Care Ltd)	Estradiol	100microgram/24 hr (7.6mg/unit)	Transdermal Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
24019	94625001000027105	12	60086020	Allyoestrenol 5mg tablets	Allylestrenol	5mg	Tablets	Oral	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
3884	276911000001101	26503	56338020	Provera 100mg tablets (Pfizer Ltd)	Medroxyprogesterone acetate	100mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
5017	65915001000027107	6601	56297020	Cyclogest 400mg Pessary (Shire Pharmaceuticals Ltd)	Progesterone	400mg	Pessary	Vaginal/Rectal	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
16110	326309006	11976	80806020	Ethinylestradiol 20microgram / Desogestrel 150microgram tablets	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	February 2009
26956	856711000001108	436	65529020	Tamoxifen 20mg tablets (Kent Pharma (UK) Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
77764	36014711000001107	3	82751021	Melkine 1.5mg tablets (Crescent Pharma Ltd)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	August 2019
49693	18156911000001108	3	12117020	Vagifem 25microgram vaginal tablets (Mawdsley-Brooks & Company Ltd)	Estradiol	25microgram	Pessary	Vaginal	06040101	Oestrogens And HRT	January 2013
2597	3053511000001101	80767	52507020	Premarin 0.625mg/g vaginal cream (Pfizer Ltd)	Conjugated oestrogens	625microgram/1gram	Cream	Cutaneous/Vaginal	06040101	Oestrogens And HRT	February 2009
60724	24580611000001102	642	26702021	Estradiol 7.5micrograms/24hours vaginal delivery system	Estradiol hemihydrate	7.5microgram/24hour	Vaginal delivery system	Vaginal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	August 2014
20895	2947811000001109	48	84163020	Dermestril - Septem 50 patches (Kyowa Kirin Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
52813	3209011000001109	199	06645020	Nuvelle TS Phase I patches (Bayer Plc)	Estradiol	80microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	January 2013
17756	326369008	672	64446020	Mestranol 50microgram / Norethisterone 1mg tablets	Norethisterone/Mestranol	1mg + 50microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
2111	3363611000001106	55737	56923020	Climagest 2mg tablets (Novartis Pharmaceuticals UK Ltd)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
15984	17073911000001102	835	79088020	Pro-Juven 1.5% cream (Imported (United States))	Progesterone	15mg/1gram	Cream	Transdermal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
82358	16453311000001108	0	06778020	Zumenon 2mg tablets (Lexon (UK) Ltd)	Estradiol	2mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	January 2021
60632	24379611000001100	1791	24101021	Jaydess 13.5mg intrauterine device (Bayer Plc)	Levonorgestrel	13.5mg	Intrauterine device	Intrauterine	06040103/07030203	Progestogen Products Doubling (In House Use)/Intra-Uterine Progestogen-Only Device	July 2014
1873	2845811000001107	158080	68612020	Climaval 1mg tablets (Novartis Pharmaceuticals UK Ltd)	Estradiol valerate	1mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
1795	65865001000027104	15761	56292020	Cyclogest 200mg Suppository (Shire Pharmaceuticals Ltd)	Progesterone	200mg	Pessary	Vaginal/Rectal	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
10762	138255001000027107	494	66271020	Progesterone 50mg/ml injection	Progesterone	50mg/ml	Injection		06040102	Progestogens And Progesterone Receptor Modulators	February 2009
10967	2895211000001103	3132	78902020	Menorest 37.5 patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	37.5microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
19487	9045111000001105	8147	88754020	Estradot 37.5micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	37.5microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
17529	326190009	2621	53144020	Estradiol 2mg vaginal ring	Estradiol	2mg	Vaginal device	Vaginal	06040101	Oestrogens And HRT	February 2009
19145	212735001000027107	370	80121020	Estradiol 50micrograms/24hr twice weekly patch	Estradiol	50micrograms/24 hours (4.33mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
84348	34551611000001104	12	76950021	Desogestrel 75microgram tablets (Crescent Pharma Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	August 2021
61962	24564811000001106	53	25544021	Acondro 0.03mg/3mg tablets (Viatris UK Healthcare Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	January 2015
1271	325766009	53007	61460020	Clomifene 50mg tablets	Clomifene citrate	50mg	Tablet	Oral	06040104/06050150	Selective Estrogen Receptor Modulators (Serms)/Anti-Oestrogens	February 2009
33670	193311000001102	1903	53486020	Tamoxifen 20mg tablets (IVAX Pharmaceuticals UK Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
38932	2942311000001102	149465	95909020	Evorel 50 patches (Theramex HQ UK Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
9671	3779911000001106	13436	81101020	Indivina 2mg/5mg tablets (Orion Pharma (UK) Ltd)	Medroxyprogesterone acetate/Estradiol valerate	5mg + 2mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
2729	3216611000001107	353822	84851020	Evorel Conti patches (Theramex HQ UK Ltd)	Norethisterone acetate/Estradiol	170microgram/24hour + 50microgram/24hour	Transdermal patch	Transdermal	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
1071	380211000001105	2127062	51975020	Cilest 35microgram/250microgram tablets (Janssen-Cilag Ltd)	Norgestimate/Ethinylestradiol	250microgram + 35microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
63752	24678111000001105	191	27012021	Munalea 150microgram/20microgram tablets (Lupin Healthcare (UK) Ltd)	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	July 2015
7814	326341000	5128	55612020	Ethinylestradiol 35microgram / Norethisterone 500microgram tablets	Norethisterone/Ethinylestradiol	500microgram + 35microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
3040	2945011000001105	151056	81876020	Estraderm MX 50 patches (Norgine Pharmaceuticals Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
8873	139425001000027107	3	66434020	Quinestradol 250micrograms capsule	Quinestradol	250micrograms	Capsules	Oral	06040101	Oestrogens And HRT	February 2009
67774	16578111000001105	2	12924020	Femoston 2/10mg tablets (Mawdsley-Brooks & Company Ltd)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	October 2016
978	3213311000001106	881815	55156020	Logynon tablets (Bayer Plc)			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
19429	212685001000027108	1265	80108020	Conjugat oestrogen equi and (conjugat oestrogen equi with medroxyprogesterone acetate 625 micrograms with (625 microgram with 10 mg)	Medroxyprogesterone Acetate/Conjugated Oestrogens	625 micrograms + (625 microgram + 10 mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
40305	15470011000001100	8755	97018020	Qlaira tablets (Bayer Plc)			Not applicable	Route of administration not applicable	06040103/07030100	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives	September 2009
9905	4711811000001109	18263	83921020	FemSeven Sequi patches (Theramex HQ UK Ltd)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
84785	10487811000001106	5	07545020	Nolvadex D 20mg tablets (Dowelhurst Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	October 2021
38935	2889111000001107	76571	95911020	Evorel 25 patches (Theramex HQ UK Ltd)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
9058	3868511000001101	5471	56335020	Provera 2.5mg tablets (Pfizer Ltd)	Medroxyprogesterone acetate	2.5mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
79064	203415001000027104	3	77171020	Progynova TS 25 25microgram/24hr (2mg/unit) Transdermal patch (Schering Health Care Ltd)	Estradiol	25microgram/24hr (2mg/unit)	Transdermal Patch		06040101	Oestrogens And HRT	December 2019
5458	65885001000027101	3517	56294020	Cyclogest 200mg Pessary (Shire Pharmaceuticals Ltd)	Progesterone	200mg	Pessary	Vaginal/Rectal	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
7092	9568511000001102	187381	89777020	Levonelle 1500microgram tablets (Bayer Plc)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	February 2009
23152	3947911000001108	106	79636020	Estradiol 40micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
10126	9044911000001109	20665	88752020	Estradot 25micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
11642	131065001000027101	1229	65290020	Estradiol valerate and (estradiol valerate with levonorgestrel) 1mg with (1mg with 250micrograms) tablets	Estradiol Valerate/Levonorgestrel	1mg + (1mg + 250micrograms)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
29573	110325001000027102	1	62488020	Dienestrol 5mg tablets	Dienestrol	5mg	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
6601	160045001000027105	1890	69402020	Estradiol 25micrograms/24hr twice weekly patch	Estradiol	25micrograms/24 hours (2mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
11430	214195001000027100	90	80638020	Estradiol 25micrograms/24hr once weekly patch	Estradiol	25micrograms/24 hours	Once Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
37037	36064811000001103	6971	90867020	Estradiol 100micrograms/24hours transdermal patches	Estradiol	100microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
2748	3493211000001100	267126	79597020	Mirena 20micrograms/24hours intrauterine device (Bayer Plc)	Levonorgestrel	20microgram/24hour	Intrauterine device	Intrauterine	06040103/06040105/07030203	Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)/Intra-Uterine Progestogen-Only Device	February 2009
34460	222911000001101	12	63490020	Norethisterone 5mg tablets (A A H Pharmaceuticals Ltd)	Norethisterone	5mg	Tablet	Oral	06040102/06040103/08030200	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
81919	38344311000001108	258	92299021	Estradiol 1.53mg/dose transdermal spray	Estradiol hemihydrate	1.53mg	Spray	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	October 2020
30671	729411000001107	62	76271020	Adgyn Medro 5mg tablets (Kyowa Kirin Ltd)	Medroxyprogesterone acetate	5mg	Tablet	Oral	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
44336	17348811000001102	131294	98643020	Gedarel 30microgram/150microgram tablets (Gedeon Richter (UK) Ltd)	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	January 2011
57460	22676711000001104	1430	17171021	Utrogestan 200mg vaginal capsules with applicators (Besins Healthcare (UK) Ltd)	Progesterone	200mg	Capsule	Vaginal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	October 2013
13146	4499111000001107	19263	83605020	Novofem tablets (Novo Nordisk Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
14812	70425001000027107	550	56955020	Estradiol with (estradiol with norethisterone acetate) 50mcg/24 hr with (50mcg+170mcg/24 hr) twice weekly patch	Estradiol Hemihydrate/Norethisterone Acetate	50mcg/24 hr + (50mcg+170mcg/24 hr)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
49694	13873111000001106	1	06703020	Estraderm TTS 25 patches (DE Pharmaceuticals)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	January 2013
77818	4508511000001104	13	14099020	Generic Novofem tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	August 2019
1488	191875001000027102	179292	74395020	Evorel -50 50microgram/24hr (3.2mg/unit) Transdermal patch (Janssen-Cilag Ltd)	Estradiol	50microgram/24hr (3.2mg/unit)	Transdermal Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
77086	16216411000001103	1	06807020	Oestrogel Pump-Pack 0.06% gel (Lexon (UK) Ltd)	Estradiol	600microgram/1gram	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	July 2019
11859	39689411000001101	11353	80079020	Conjugated oestrogens 625microgram / Medroxyprogesterone 5mg tablets	Medroxyprogesterone acetate/Conjugated oestrogens	5mg + 625microgram	Tablet	Oral	06040101/06040103/06060000	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/Products Affecting Bone Metabolism	February 2009
76010	35724911000001101	196	81900021	Ospemifene 60mg tablets	Ospemifene	60mg	Tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	May 2019
67760	3404911000001108	84	12109020	Generic Cyclo-Progynova 2mg tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	October 2016
